followers_count,following_count,post_count,bio_length,default_profile_image,has_bg_image,verified,account_age_days,follower_following_ratio,label,username_num_ratio
184.0,233.0,33.0,48,1,1,0,1478.0,0.7863247863247863,1,
107.0,80.0,46.0,31,0,1,0,-446.0,1.3209876543209877,1,
655.0,1480.0,528.0,127,0,1,0,658.0,0.4422687373396354,0,
202.0,302.0,2.0,49,0,0,0,-141.0,0.6666666666666666,1,
394.0,1227.0,20.0,75,1,1,0,805.0,0.32084690553745926,0,
1023.0,746.0,766.0,65,0,0,1,810.0,1.3694779116465863,0,
388.0,140.0,17.0,70,0,1,0,1178.0,2.75177304964539,1,
1788.0,881.0,474.0,15,1,0,0,-233.0,2.0272108843537415,0,
2081.0,1205.0,309.0,16,0,0,0,-85.0,1.7255389718076286,0,
437.0,259.0,32.0,61,1,0,0,-389.0,1.6807692307692308,1,
1377.0,842.0,473.0,67,0,1,0,1370.0,1.6334519572953736,0,
199.0,114.0,13.0,49,0,0,0,814.0,1.7304347826086957,1,
42.0,222.0,27.0,52,1,1,0,468.0,0.18834080717488788,1,
116.0,378.0,8.0,58,1,0,0,-256.0,0.30606860158311344,0,
2597.0,430.0,536.0,22,0,1,1,1166.0,6.025522041763341,0,
1983.0,53.0,626.0,80,1,0,0,2835.0,36.72222222222222,0,
353.0,327.0,20.0,43,1,0,0,1361.0,1.076219512195122,1,
1055.0,987.0,440.0,17,0,1,0,-421.0,1.0678137651821862,0,
2674.0,447.0,544.0,105,1,0,0,302.0,5.96875,0,
1902.0,776.0,39.0,40,0,0,0,1936.0,2.447876447876448,0,
319.0,295.0,27.0,53,1,1,0,-618.0,1.0777027027027026,1,
227.0,31.0,25.0,27,1,1,0,-160.0,7.09375,1,
633.0,310.0,161.0,46,0,0,0,2790.0,2.035369774919614,0,
1653.0,961.0,164.0,116,0,1,0,1397.0,1.7182952182952183,0,
2967.0,1417.0,150.0,80,1,1,0,240.0,2.0923836389280677,0,
82.0,323.0,12.0,25,1,1,0,1406.0,0.25308641975308643,1,
69.0,383.0,16.0,68,1,0,0,2492.0,0.1796875,1,
2497.0,1133.0,99.0,39,1,1,0,2870.0,2.2019400352733687,0,
1160.0,1249.0,771.0,49,1,1,0,219.0,0.928,0,
413.0,313.0,24.0,53,1,1,0,1715.0,1.3152866242038217,1,
1624.0,666.0,282.0,84,1,1,0,-113.0,2.4347826086956523,0,
1035.0,907.0,744.0,14,0,0,0,955.0,1.1398678414096917,0,
1857.0,898.0,206.0,66,0,1,0,-131.0,2.0656284760845383,0,
131.0,40.0,9.0,71,1,0,0,1164.0,3.1951219512195124,1,
1760.0,206.0,202.0,31,0,0,0,2989.0,8.502415458937199,0,
2120.0,1458.0,184.0,48,0,1,0,1419.0,1.453050034270048,0,
1915.0,992.0,302.0,22,1,0,0,1962.0,1.9284994964753273,0,
595.0,1336.0,326.0,53,1,0,0,2149.0,0.44502617801047123,0,
43.0,118.0,50.0,51,1,0,0,2313.0,0.36134453781512604,1,
346.0,347.0,47.0,53,1,1,0,2591.0,0.9942528735632183,1,
753.0,489.0,695.0,72,0,0,0,2194.0,1.536734693877551,0,
260.0,72.0,46.0,35,1,1,0,896.0,3.5616438356164384,1,
966.0,366.0,229.0,74,0,1,0,1669.0,2.6321525885558583,1,
125.0,374.0,22.0,73,1,0,0,2157.0,0.3333333333333333,1,
514.0,598.0,108.0,36,1,1,0,2922.0,0.8580968280467446,0,
1096.0,893.0,765.0,47,0,0,0,1873.0,1.225950782997763,0,
426.0,52.0,627.0,66,0,0,0,1212.0,8.037735849056604,0,
336.0,211.0,45.0,40,1,1,0,1776.0,1.5849056603773586,1,
588.0,1281.0,395.0,30,0,0,0,-68.0,0.45865834633385333,0,
1375.0,713.0,109.0,71,0,0,0,2239.0,1.9257703081232493,0,
439.0,487.0,12.0,96,1,0,0,-16.0,0.8995901639344263,1,
331.0,238.0,261.0,43,0,0,0,-216.0,1.3849372384937237,0,
441.0,297.0,35.0,107,0,1,0,1961.0,1.4798657718120805,1,
131.0,292.0,29.0,47,0,1,0,420.0,0.447098976109215,1,
18.0,665.0,20.0,74,0,0,0,489.0,0.02702702702702703,0,
2384.0,1004.0,34.0,78,0,1,0,1527.0,2.3721393034825873,0,
296.0,459.0,35.0,32,1,0,0,1277.0,0.6434782608695652,1,
1233.0,692.0,722.0,46,0,0,0,-580.0,1.7792207792207793,0,
358.0,226.0,41.0,49,1,1,0,-300.0,1.577092511013216,1,
1497.0,1423.0,251.0,39,0,0,0,388.0,1.0512640449438202,0,
193.0,837.0,507.0,93,0,1,0,443.0,0.23031026252983294,0,
5.0,261.0,15.0,20,1,1,0,455.0,0.019083969465648856,1,
1714.0,813.0,694.0,83,0,0,0,2388.0,2.1056511056511056,0,
743.0,1158.0,523.0,69,0,1,0,924.0,0.6410698878343399,0,
15.0,1295.0,12.0,103,1,1,0,1868.0,0.011574074074074073,0,
1394.0,440.0,24.0,28,0,1,0,843.0,3.1609977324263037,1,
1809.0,949.0,518.0,35,0,1,0,1470.0,1.9042105263157896,0,
388.0,235.0,23.0,48,0,1,0,1798.0,1.6440677966101696,1,
754.0,978.0,575.0,67,1,1,0,2033.0,0.7701736465781409,0,
2356.0,683.0,106.0,99,0,0,0,133.0,3.4444444444444446,0,
2854.0,850.0,631.0,103,1,1,0,-241.0,3.353701527614571,0,
1457.0,237.0,326.0,46,0,1,0,924.0,6.121848739495798,0,
1376.0,1295.0,141.0,68,0,0,0,129.0,1.0617283950617284,0,
359.0,461.0,49.0,50,1,1,0,-393.0,0.7770562770562771,1,
1201.0,1452.0,283.0,87,0,1,0,171.0,0.8265657260839642,0,
2469.0,1479.0,243.0,76,0,0,0,829.0,1.6682432432432432,0,
123.0,643.0,12.0,48,0,1,0,2647.0,0.19099378881987578,0,
2127.0,914.0,265.0,93,1,0,0,1332.0,2.324590163934426,0,
200.0,333.0,19.0,106,1,1,0,1771.0,0.5988023952095808,1,
2493.0,1439.0,211.0,26,1,0,0,2645.0,1.73125,0,
1059.0,1086.0,66.0,46,1,1,0,1995.0,0.9742410303587856,0,
947.0,840.0,521.0,55,1,0,0,2542.0,1.1260404280618312,0,
2405.0,255.0,585.0,72,1,0,0,2311.0,9.39453125,0,
289.0,1254.0,211.0,49,1,1,0,2578.0,0.2302788844621514,0,
446.0,508.0,447.0,51,1,0,0,2843.0,0.8762278978388998,0,
55.0,1166.0,484.0,43,1,0,0,2883.0,0.04712939160239932,0,
919.0,214.0,135.0,37,1,1,0,1087.0,4.274418604651163,0,
1291.0,621.0,452.0,93,1,1,0,2635.0,2.07556270096463,0,
358.0,1274.0,488.0,116,1,0,1,2944.0,0.2807843137254902,0,
23.0,93.0,40.0,109,1,1,0,-322.0,0.24468085106382978,1,
265.0,184.0,0.0,49,0,1,0,701.0,1.4324324324324325,1,
308.0,191.0,0.0,57,0,1,0,2620.0,1.6041666666666667,1,
1125.0,417.0,510.0,64,1,1,0,2127.0,2.6913875598086126,0,
479.0,175.0,10.0,55,0,1,0,2767.0,2.721590909090909,1,
248.0,227.0,41.0,61,0,0,0,1607.0,1.087719298245614,1,
2469.0,564.0,281.0,63,1,0,0,-54.0,4.3699115044247785,0,
351.0,1210.0,722.0,64,1,0,0,173.0,0.2898431048720066,0,
122.0,764.0,659.0,71,1,1,1,-577.0,0.15947712418300652,0,
573.0,650.0,30.0,48,0,1,0,213.0,0.880184331797235,0,
1656.0,1066.0,483.0,112,0,0,0,-129.0,1.5520149953139644,0,
315.0,1380.0,451.0,82,1,0,0,2785.0,0.2280955829109341,0,
383.0,409.0,33.0,40,0,1,0,2036.0,0.9341463414634147,1,
1268.0,1260.0,652.0,30,1,0,0,966.0,1.0055511498810468,0,
967.0,99.0,100.0,64,1,0,0,202.0,9.67,0,
695.0,413.0,517.0,32,0,0,0,2521.0,1.678743961352657,0,
342.0,422.0,11.0,49,0,0,0,2873.0,0.8085106382978723,1,
894.0,569.0,261.0,68,0,1,0,2956.0,1.568421052631579,0,
186.0,67.0,43.0,49,1,1,0,1183.0,2.735294117647059,1,
2162.0,542.0,387.0,54,0,0,0,187.0,3.9815837937384897,0,
690.0,912.0,406.0,52,1,0,0,575.0,0.755750273822563,0,
67.0,300.0,12.0,57,1,1,0,2283.0,0.22259136212624583,1,
2055.0,1310.0,70.0,34,1,0,0,2306.0,1.5675057208237986,0,
1232.0,1049.0,364.0,38,1,0,0,2854.0,1.1733333333333333,0,
906.0,1267.0,598.0,48,1,0,0,-365.0,0.7145110410094637,0,
1385.0,593.0,414.0,51,0,0,0,-357.0,2.3316498316498318,0,
229.0,192.0,31.0,65,1,1,0,2233.0,1.1865284974093264,1,
69.0,1096.0,11.0,96,1,1,0,82.0,0.06289881494986327,0,
236.0,350.0,50.0,77,0,1,0,2887.0,0.6723646723646723,1,
2276.0,459.0,757.0,50,1,1,0,-102.0,4.947826086956522,0,
1965.0,1315.0,651.0,128,1,0,0,-129.0,1.493161094224924,0,
2782.0,771.0,560.0,101,0,0,0,-306.0,3.6036269430051813,0,
606.0,251.0,425.0,44,0,1,0,2828.0,2.4047619047619047,0,
1501.0,1002.0,489.0,62,0,1,0,620.0,1.4965104685942174,0,
2524.0,205.0,24.0,104,1,1,0,777.0,12.25242718446602,0,
495.0,128.0,31.0,25,0,1,0,1045.0,3.8372093023255816,1,
482.0,398.0,45.0,40,0,1,0,37.0,1.2080200501253133,1,
1498.0,456.0,686.0,69,0,0,0,-137.0,3.2778993435448576,0,
299.0,11.0,25.0,95,1,1,0,2986.0,24.916666666666668,1,
368.0,359.0,29.0,29,1,1,0,629.0,1.0222222222222221,1,
1907.0,707.0,532.0,65,1,1,0,2562.0,2.693502824858757,0,
1365.0,347.0,127.0,65,0,1,0,1193.0,3.9224137931034484,0,
2580.0,228.0,798.0,125,0,1,0,235.0,11.266375545851528,0,
1175.0,457.0,545.0,34,1,1,0,-91.0,2.5655021834061134,0,
1164.0,1394.0,110.0,38,1,0,0,2022.0,0.8344086021505376,0,
746.0,1055.0,382.0,29,0,1,0,379.0,0.7064393939393939,0,
1844.0,239.0,110.0,35,0,1,0,482.0,7.683333333333334,0,
100.0,355.0,4.0,36,1,0,0,1078.0,0.2808988764044944,1,
228.0,226.0,7.0,40,1,1,0,1061.0,1.0044052863436124,1,
219.0,405.0,11.0,107,0,0,0,-46.0,0.5394088669950738,1,
86.0,699.0,8.0,36,0,0,0,676.0,0.12285714285714286,0,
2317.0,97.0,246.0,90,1,0,0,1639.0,23.642857142857142,0,
714.0,1211.0,593.0,129,1,0,0,325.0,0.5891089108910891,0,
68.0,193.0,21.0,67,1,1,0,1877.0,0.35051546391752575,1,
1672.0,345.0,665.0,64,0,0,0,1091.0,4.832369942196531,0,
333.0,472.0,20.0,49,0,0,0,942.0,0.7040169133192389,1,
855.0,1068.0,408.0,35,1,0,1,1306.0,0.7998129092609916,0,
440.0,478.0,3.0,45,1,1,0,427.0,0.918580375782881,1,
156.0,264.0,50.0,84,1,0,0,2340.0,0.5886792452830188,1,
201.0,340.0,31.0,97,1,0,0,1435.0,0.5894428152492669,1,
1319.0,1303.0,38.0,102,0,0,0,1378.0,1.0115030674846626,0,
29.0,1471.0,8.0,49,0,0,0,1293.0,0.01970108695652174,0,
322.0,192.0,11.0,71,0,0,0,1365.0,1.6683937823834196,1,
2125.0,172.0,626.0,55,0,1,0,2916.0,12.283236994219653,0,
2919.0,533.0,216.0,46,1,1,0,1339.0,5.466292134831461,0,
431.0,288.0,15.0,54,1,1,0,573.0,1.491349480968858,1,
2942.0,52.0,442.0,44,0,0,0,772.0,55.509433962264154,0,
1772.0,721.0,371.0,110,0,1,0,2358.0,2.4542936288088644,0,
1177.0,1366.0,318.0,46,0,0,0,1324.0,0.8610095098756401,0,
683.0,197.0,111.0,103,1,1,0,2728.0,3.4494949494949494,0,
2064.0,790.0,127.0,44,1,0,0,2114.0,2.6093552465233882,0,
401.0,233.0,7.0,30,0,1,0,2534.0,1.7136752136752136,1,
1253.0,80.0,721.0,57,1,0,0,-482.0,15.469135802469136,0,
2050.0,124.0,326.0,51,0,0,0,619.0,16.4,0,
100.0,1443.0,8.0,81,0,1,0,2839.0,0.06925207756232687,0,
265.0,225.0,46.0,80,1,1,0,597.0,1.1725663716814159,1,
1143.0,1191.0,263.0,51,1,0,0,2936.0,0.9588926174496645,0,
372.0,20.0,2.0,80,0,1,0,849.0,17.714285714285715,1,
2716.0,181.0,662.0,34,1,1,0,1615.0,14.923076923076923,0,
28.0,992.0,3.0,92,0,0,0,2659.0,0.028197381671701913,0,
2564.0,1330.0,357.0,30,0,1,0,2521.0,1.9263711495116453,0,
65.0,1026.0,20.0,30,1,1,0,171.0,0.06329113924050633,0,
2487.0,84.0,641.0,55,1,0,0,1031.0,29.258823529411764,0,
2084.0,286.0,630.0,114,0,1,0,-12.0,7.2613240418118465,0,
1847.0,544.0,266.0,70,0,1,0,2416.0,3.388990825688073,0,
1104.0,868.0,597.0,30,0,0,0,451.0,1.2704257767548908,0,
2023.0,972.0,317.0,24,0,0,0,2855.0,2.079136690647482,0,
1961.0,1002.0,23.0,64,1,0,0,-307.0,1.955134596211366,0,
498.0,154.0,18.0,59,1,0,0,2405.0,3.2129032258064516,1,
64.0,458.0,10.0,53,1,1,0,1936.0,0.1394335511982571,1,
1858.0,394.0,170.0,33,1,1,0,781.0,4.703797468354431,0,
1839.0,814.0,46.0,31,1,1,0,2385.0,2.256441717791411,0,
403.0,279.0,40.0,47,1,0,0,1808.0,1.4392857142857143,1,
715.0,1267.0,667.0,42,0,1,0,1405.0,0.5638801261829653,0,
351.0,326.0,30.0,68,1,1,0,2037.0,1.073394495412844,1,
160.0,355.0,34.0,54,1,1,0,1425.0,0.449438202247191,1,
1194.0,1391.0,367.0,38,1,1,0,-320.0,0.8577586206896551,0,
2473.0,1228.0,77.0,101,1,0,0,2128.0,2.012205044751831,0,
92.0,385.0,8.0,77,0,1,0,1639.0,0.23834196891191708,1,
51.0,335.0,37.0,89,0,0,0,490.0,0.15178571428571427,1,
1231.0,1065.0,38.0,41,0,1,0,710.0,1.1547842401500938,0,
160.0,337.0,3.0,53,0,0,0,593.0,0.47337278106508873,1,
225.0,336.0,664.0,35,1,0,0,1923.0,0.6676557863501483,0,
1689.0,982.0,646.0,84,0,0,0,-267.0,1.718209562563581,0,
387.0,313.0,38.0,42,1,0,0,175.0,1.232484076433121,1,
288.0,352.0,12.0,60,1,1,0,2400.0,0.8158640226628895,1,
11.0,468.0,27.0,120,0,1,0,1975.0,0.023454157782515993,1,
818.0,1075.0,359.0,26,0,1,0,1455.0,0.7602230483271375,0,
1201.0,238.0,198.0,118,1,1,0,564.0,5.02510460251046,1,
2927.0,426.0,42.0,61,1,0,0,2649.0,6.85480093676815,0,
478.0,437.0,33.0,90,1,0,0,2266.0,1.091324200913242,1,
2277.0,1087.0,712.0,41,1,1,0,-7.0,2.092830882352941,0,
1654.0,882.0,501.0,79,1,0,0,919.0,1.8731596828992072,0,
2610.0,1214.0,344.0,46,0,1,0,-64.0,2.1481481481481484,0,
1489.0,675.0,256.0,57,0,1,0,-150.0,2.2026627218934913,0,
835.0,1346.0,110.0,74,1,1,0,-618.0,0.6198960653303638,0,
102.0,35.0,38.0,26,1,0,0,996.0,2.8333333333333335,1,
209.0,249.0,0.0,52,1,0,0,1393.0,0.836,1,
1016.0,929.0,651.0,56,0,0,0,2583.0,1.09247311827957,0,
471.0,45.0,31.0,41,0,1,0,-198.0,10.23913043478261,1,
2512.0,1111.0,755.0,49,1,1,0,-1.0,2.258992805755396,0,
2987.0,921.0,394.0,41,1,0,0,-489.0,3.2396963123644253,0,
2038.0,356.0,85.0,70,0,1,0,2143.0,5.708683473389356,0,
311.0,107.0,50.0,90,1,1,0,2507.0,2.8796296296296298,1,
123.0,266.0,43.0,112,0,1,0,89.0,0.4606741573033708,1,
422.0,279.0,8.0,85,1,1,0,1992.0,1.5071428571428571,1,
450.0,1271.0,751.0,66,1,0,0,561.0,0.35377358490566035,0,
1.0,398.0,36.0,34,0,1,0,2791.0,0.002506265664160401,1,
868.0,271.0,585.0,55,0,1,1,628.0,3.1911764705882355,0,
512.0,478.0,252.0,48,1,1,0,815.0,1.068893528183716,1,
417.0,132.0,0.0,102,0,0,0,-536.0,3.1353383458646618,1,
451.0,303.0,20.0,37,1,0,0,928.0,1.4835526315789473,1,
1593.0,451.0,562.0,69,1,0,0,349.0,3.524336283185841,0,
490.0,422.0,36.0,62,0,0,0,2271.0,1.1583924349881796,1,
59.0,485.0,11.0,68,1,0,0,2469.0,0.12139917695473251,0,
47.0,224.0,11.0,50,0,0,0,621.0,0.2088888888888889,0,
1407.0,1293.0,612.0,38,1,1,0,2564.0,1.0873261205564142,0,
2323.0,346.0,772.0,80,0,0,0,2346.0,6.694524495677234,0,
224.0,458.0,30.0,59,0,1,0,2346.0,0.4880174291938998,1,
1619.0,393.0,368.0,25,1,1,0,563.0,4.1091370558375635,0,
47.0,133.0,3.0,127,1,0,0,634.0,0.35074626865671643,1,
509.0,1364.0,527.0,58,1,1,0,94.0,0.3728937728937729,0,
258.0,66.0,15.0,29,1,0,0,291.0,3.8507462686567164,1,
2133.0,683.0,475.0,62,0,1,0,1754.0,3.1184210526315788,0,
89.0,87.0,44.0,31,0,0,0,2082.0,1.0113636363636365,1,
395.0,147.0,82.0,54,1,1,0,-268.0,2.668918918918919,0,
502.0,1479.0,794.0,34,1,1,0,2068.0,0.33918918918918917,0,
989.0,334.0,513.0,80,1,0,0,-388.0,2.952238805970149,0,
438.0,249.0,50.0,22,0,0,0,1058.0,1.752,1,
64.0,480.0,1.0,47,1,1,0,1670.0,0.13305613305613306,1,
693.0,58.0,706.0,31,0,1,0,2608.0,11.745762711864407,0,
553.0,272.0,15.0,31,1,1,0,2206.0,2.0256410256410255,0,
2887.0,767.0,442.0,74,0,0,0,299.0,3.7591145833333335,0,
762.0,886.0,62.0,42,1,0,1,2756.0,0.859075535512965,0,
77.0,1114.0,13.0,44,1,0,0,1011.0,0.06905829596412556,0,
96.0,1146.0,11.0,85,1,1,0,2467.0,0.08369659982563209,0,
14.0,248.0,50.0,31,0,1,0,336.0,0.05622489959839357,1,
563.0,602.0,207.0,63,0,1,0,736.0,0.9336650082918739,0,
38.0,498.0,9.0,41,1,1,0,2664.0,0.07615230460921844,1,
1814.0,140.0,467.0,112,1,1,0,-108.0,12.865248226950355,0,
466.0,1090.0,285.0,79,0,1,0,1613.0,0.4271310724106325,0,
2069.0,447.0,130.0,84,0,0,0,326.0,4.618303571428571,0,
287.0,253.0,39.0,102,0,1,0,762.0,1.1299212598425197,1,
64.0,772.0,10.0,69,1,1,0,2343.0,0.08279430789133248,0,
2509.0,917.0,161.0,58,0,1,0,2913.0,2.733115468409586,0,
352.0,36.0,25.0,70,1,1,0,1149.0,9.513513513513514,1,
164.0,492.0,8.0,55,0,1,0,1544.0,0.332657200811359,1,
2997.0,932.0,484.0,116,1,0,0,1059.0,3.212218649517685,0,
2820.0,687.0,598.0,64,0,1,1,2057.0,4.098837209302325,0,
79.0,413.0,17.0,100,0,1,0,810.0,0.19082125603864733,0,
2760.0,839.0,788.0,91,1,1,0,2004.0,3.2857142857142856,0,
473.0,96.0,10.0,20,0,1,0,-377.0,4.876288659793815,1,
413.0,25.0,15.0,116,1,1,0,927.0,15.884615384615385,1,
2039.0,1308.0,239.0,75,1,1,0,2009.0,1.557677616501146,0,
573.0,364.0,105.0,132,0,1,0,-290.0,1.5698630136986302,1,
2207.0,286.0,421.0,130,1,0,0,525.0,7.689895470383275,0,
297.0,123.0,47.0,68,0,1,0,-588.0,2.3951612903225805,1,
1413.0,1057.0,682.0,107,1,1,0,2895.0,1.335538752362949,0,
282.0,25.0,12.0,105,0,0,0,1971.0,10.846153846153847,1,
252.0,467.0,40.0,99,1,1,0,1319.0,0.5384615384615384,1,
451.0,1.0,41.0,53,1,1,0,2825.0,225.5,1,
492.0,327.0,44.0,118,0,1,0,2754.0,1.5,1,
2965.0,584.0,595.0,18,1,1,0,41.0,5.068376068376068,0,
562.0,1049.0,471.0,53,0,0,0,2440.0,0.5352380952380953,0,
338.0,383.0,13.0,72,1,0,0,-77.0,0.8802083333333334,1,
2756.0,250.0,574.0,27,1,0,0,1206.0,10.9800796812749,0,
750.0,876.0,479.0,31,0,0,0,1918.0,0.855188141391106,0,
2634.0,152.0,645.0,42,1,0,0,2023.0,17.215686274509803,0,
212.0,1499.0,587.0,94,0,0,0,487.0,0.14133333333333334,0,
2947.0,1161.0,507.0,27,1,0,0,678.0,2.536144578313253,0,
1537.0,1263.0,92.0,49,1,1,0,927.0,1.2159810126582278,0,
250.0,251.0,34.0,49,1,0,0,2807.0,0.9920634920634921,1,
152.0,164.0,3.0,79,0,1,0,2277.0,0.9212121212121213,1,
142.0,41.0,29.0,85,1,0,0,1840.0,3.380952380952381,1,
2648.0,670.0,583.0,16,0,1,0,1885.0,3.9463487332339793,0,
2676.0,142.0,127.0,69,0,0,0,179.0,18.713286713286713,0,
429.0,399.0,46.0,19,1,1,0,-557.0,1.0725,1,
329.0,391.0,34.0,123,0,0,0,271.0,0.8392857142857143,1,
422.0,0.0,8.0,79,1,1,0,448.0,422.0,1,
129.0,1356.0,36.0,41,1,0,0,16.0,0.0950626381724392,0,
1420.0,1240.0,63.0,78,0,1,0,2717.0,1.144238517324738,0,
386.0,1132.0,26.0,85,0,1,0,1440.0,0.3406884377758164,0,
71.0,217.0,25.0,110,1,1,0,928.0,0.3256880733944954,1,
2835.0,1327.0,424.0,36,0,1,0,650.0,2.134789156626506,0,
642.0,71.0,93.0,75,0,1,0,532.0,8.916666666666666,0,
1010.0,10.0,73.0,51,0,0,0,673.0,91.81818181818181,1,
305.0,253.0,34.0,36,1,1,0,-283.0,1.2007874015748032,1,
334.0,18.0,3.0,53,1,0,0,-320.0,17.57894736842105,1,
78.0,298.0,16.0,82,0,1,0,1908.0,0.2608695652173913,1,
2682.0,1073.0,731.0,126,0,0,0,1944.0,2.4972067039106145,0,
2131.0,1133.0,239.0,84,0,0,0,2967.0,1.879188712522046,0,
1459.0,783.0,121.0,85,1,0,0,2136.0,1.8609693877551021,0,
223.0,429.0,16.0,53,1,0,0,2086.0,0.5186046511627908,1,
389.0,495.0,13.0,55,1,0,0,-85.0,0.7842741935483871,1,
458.0,328.0,26.0,93,1,0,0,2829.0,1.3920972644376899,1,
1040.0,1088.0,607.0,28,0,0,0,1196.0,0.9550045913682277,0,
129.0,870.0,0.0,43,0,1,0,2060.0,0.14810562571756603,0,
194.0,339.0,32.0,63,1,0,0,713.0,0.5705882352941176,1,
31.0,84.0,30.0,73,0,1,0,1138.0,0.36470588235294116,1,
415.0,234.0,9.0,23,0,1,0,2046.0,1.7659574468085106,1,
2488.0,1095.0,511.0,90,0,1,0,53.0,2.27007299270073,0,
49.0,258.0,41.0,95,0,1,0,280.0,0.1891891891891892,1,
809.0,1380.0,170.0,45,1,0,0,2105.0,0.5858073859522085,0,
391.0,1134.0,580.0,90,1,1,0,25.0,0.34449339207048457,0,
697.0,1063.0,396.0,35,0,0,0,-266.0,0.6550751879699248,0,
225.0,255.0,36.0,64,1,0,0,2731.0,0.87890625,1,
189.0,341.0,34.0,72,1,1,0,2608.0,0.5526315789473685,1,
265.0,43.0,17.0,58,0,0,0,-71.0,6.0227272727272725,1,
698.0,1136.0,524.0,87,0,1,1,517.0,0.613896218117854,0,
746.0,438.0,607.0,44,0,0,0,-3.0,1.6993166287015946,0,
1031.0,571.0,40.0,70,0,1,0,1254.0,1.8024475524475525,0,
441.0,456.0,96.0,50,1,1,0,2001.0,0.9649890590809628,0,
444.0,173.0,16.0,106,0,0,0,1875.0,2.5517241379310347,1,
445.0,141.0,3.0,30,0,0,0,1074.0,3.1338028169014085,1,
150.0,360.0,232.0,26,0,1,0,-245.0,0.4155124653739612,0,
155.0,557.0,183.0,116,1,0,0,987.0,0.2777777777777778,0,
386.0,281.0,11.0,33,1,1,0,222.0,1.3687943262411348,1,
369.0,62.0,106.0,68,0,0,0,492.0,5.857142857142857,1,
1708.0,859.0,584.0,39,0,0,0,-313.0,1.986046511627907,0,
418.0,491.0,28.0,95,1,1,0,718.0,0.8495934959349594,1,
844.0,1383.0,44.0,53,0,1,0,1934.0,0.6098265895953757,0,
2568.0,963.0,34.0,23,1,0,0,949.0,2.663900414937759,0,
824.0,1277.0,225.0,50,0,0,0,998.0,0.6447574334898278,0,
2695.0,88.0,783.0,62,1,1,0,2958.0,30.280898876404493,0,
2460.0,231.0,155.0,46,1,0,0,720.0,10.60344827586207,0,
256.0,489.0,31.0,78,1,0,0,1537.0,0.5224489795918368,1,
2397.0,122.0,729.0,72,1,1,0,-528.0,19.48780487804878,0,
468.0,439.0,36.0,47,1,1,0,1078.0,1.0636363636363637,1,
1143.0,334.0,58.0,42,1,0,0,2809.0,3.4119402985074627,1,
2481.0,1024.0,580.0,67,1,0,0,2666.0,2.4204878048780487,0,
1447.0,586.0,251.0,72,1,0,0,1893.0,2.4650766609880748,0,
59.0,706.0,2.0,82,1,0,1,807.0,0.08345120226308345,0,
547.0,1418.0,675.0,33,0,0,0,821.0,0.3854827343199436,0,
2812.0,1024.0,668.0,52,1,0,0,1063.0,2.7434146341463417,0,
282.0,80.0,11.0,81,0,0,0,437.0,3.4814814814814814,1,
317.0,262.0,46.0,52,1,1,0,193.0,1.2053231939163498,1,
1617.0,289.0,645.0,80,0,1,0,1800.0,5.575862068965518,0,
482.0,379.0,14.0,77,0,0,0,-386.0,1.268421052631579,1,
490.0,5.0,33.0,59,1,0,0,2398.0,81.66666666666667,1,
766.0,405.0,259.0,29,0,0,0,1094.0,1.8866995073891626,1,
96.0,169.0,14.0,70,1,1,0,545.0,0.5647058823529412,0,
2071.0,1259.0,785.0,81,1,0,0,1307.0,1.6436507936507936,0,
63.0,792.0,318.0,118,0,1,0,2182.0,0.07944514501891552,0,
413.0,413.0,27.0,64,1,1,0,1820.0,0.9975845410628019,1,
400.0,79.0,28.0,80,1,0,0,-614.0,5.0,1,
495.0,407.0,32.0,64,0,1,0,2264.0,1.213235294117647,1,
297.0,410.0,44.0,113,0,1,0,210.0,0.7226277372262774,1,
2589.0,114.0,707.0,67,0,1,0,2532.0,22.51304347826087,0,
1813.0,504.0,129.0,86,0,0,0,720.0,3.59009900990099,0,
114.0,964.0,568.0,53,0,0,0,1911.0,0.11813471502590674,0,
2551.0,175.0,98.0,60,0,0,0,1465.0,14.494318181818182,0,
386.0,151.0,43.0,23,1,1,0,694.0,2.539473684210526,1,
2626.0,472.0,451.0,42,1,1,0,974.0,5.5517970401691334,0,
444.0,221.0,14.0,80,0,1,0,-214.0,2.0,1,
689.0,722.0,274.0,32,1,0,0,2577.0,0.9529737206085753,0,
174.0,107.0,9.0,48,0,0,0,106.0,1.6111111111111112,1,
2521.0,1155.0,19.0,72,1,1,0,-362.0,2.180795847750865,0,
55.0,98.0,13.0,83,0,0,0,73.0,0.5555555555555556,1,
2338.0,372.0,152.0,59,0,0,0,1608.0,6.2680965147453085,0,
229.0,240.0,185.0,117,1,1,0,206.0,0.950207468879668,1,
335.0,106.0,34.0,55,1,0,0,-588.0,3.130841121495327,1,
1835.0,388.0,795.0,55,1,1,0,1641.0,4.717223650385604,0,
73.0,660.0,172.0,78,0,0,0,1813.0,0.11043872919818457,0,
357.0,203.0,20.0,47,1,1,0,463.0,1.75,1,
60.0,425.0,20.0,67,1,0,0,2099.0,0.14084507042253522,1,
569.0,240.0,42.0,45,1,0,0,1068.0,2.3609958506224067,0,
426.0,0.0,38.0,78,0,1,0,93.0,426.0,1,
40.0,8.0,3.0,24,1,0,0,2529.0,4.444444444444445,1,
125.0,1459.0,2.0,50,0,1,0,1586.0,0.08561643835616438,0,
2961.0,1174.0,618.0,28,1,1,0,481.0,2.52,0,
